,sid,word,occurrence
204,6Hiz5MDYoGdLBBQ3gGzRam,baby,7
205,6Hiz5MDYoGdLBBQ3gGzRam,remember,4
206,6Hiz5MDYoGdLBBQ3gGzRam,liquor,3
207,6Hiz5MDYoGdLBBQ3gGzRam,talk,3
208,6Hiz5MDYoGdLBBQ3gGzRam,tell,3
209,6Hiz5MDYoGdLBBQ3gGzRam,wish,3
210,6Hiz5MDYoGdLBBQ3gGzRam,friend,2
211,6Hiz5MDYoGdLBBQ3gGzRam,back,2
212,6Hiz5MDYoGdLBBQ3gGzRam,leave,1
213,6Hiz5MDYoGdLBBQ3gGzRam,pull,1
214,6Hiz5MDYoGdLBBQ3gGzRam,pack,1
215,6Hiz5MDYoGdLBBQ3gGzRam,low,1
216,6Hiz5MDYoGdLBBQ3gGzRam,ticket,1
217,6Hiz5MDYoGdLBBQ3gGzRam,kind,1
218,1DiNejIYFe9I5n0itU9avi,feel,9
219,1DiNejIYFe9I5n0itU9avi,rush,9
220,1DiNejIYFe9I5n0itU9avi,addicted,5
221,1DiNejIYFe9I5n0itU9avi,touch,5
222,1DiNejIYFe9I5n0itU9avi,boy,3
223,1DiNejIYFe9I5n0itU9avi,breathe,2
224,1DiNejIYFe9I5n0itU9avi,slow,2
225,1DiNejIYFe9I5n0itU9avi,gravity,2
226,1DiNejIYFe9I5n0itU9avi,fun,1
227,1DiNejIYFe9I5n0itU9avi,shit,1
228,1DiNejIYFe9I5n0itU9avi,pocket,1
229,1DiNejIYFe9I5n0itU9avi,feeling,1
230,1DiNejIYFe9I5n0itU9avi,sun,1
231,1DiNejIYFe9I5n0itU9avi,recreate,1
232,1DiNejIYFe9I5n0itU9avi,heatwave,1
233,7bPp2NmpmyhLJ7zWazAXMu,quiere,3
234,7bPp2NmpmyhLJ7zWazAXMu,dile,3
235,7bPp2NmpmyhLJ7zWazAXMu,compa,1
236,7bPp2NmpmyhLJ7zWazAXMu,doble,1
237,7bPp2NmpmyhLJ7zWazAXMu,nadando,1
238,7bPp2NmpmyhLJ7zWazAXMu,cuerpo,1
239,7bPp2NmpmyhLJ7zWazAXMu,mientras,1
240,7bPp2NmpmyhLJ7zWazAXMu,ropa,1
241,7bPp2NmpmyhLJ7zWazAXMu,tomando,1
242,7bPp2NmpmyhLJ7zWazAXMu,lejitos,1
243,7bPp2NmpmyhLJ7zWazAXMu,toco,1
244,7bPp2NmpmyhLJ7zWazAXMu,nunca,1
245,7bPp2NmpmyhLJ7zWazAXMu,mansione,1
246,7bPp2NmpmyhLJ7zWazAXMu,frontera,1
247,7bPp2NmpmyhLJ7zWazAXMu,chau,1
248,5qIHFdkW6phMsTZlN2g8Lc,agree,6
249,5qIHFdkW6phMsTZlN2g8Lc,time,4
250,5qIHFdkW6phMsTZlN2g8Lc,problem,4
251,5qIHFdkW6phMsTZlN2g8Lc,leave,4
252,5qIHFdkW6phMsTZlN2g8Lc,stare,3
253,5qIHFdkW6phMsTZlN2g8Lc,scream,3
254,5qIHFdkW6phMsTZlN2g8Lc,dream,3
255,5qIHFdkW6phMsTZlN2g8Lc,hero,3
256,5qIHFdkW6phMsTZlN2g8Lc,sun,3
257,5qIHFdkW6phMsTZlN2g8Lc,mirror,3
258,5qIHFdkW6phMsTZlN2g8Lc,exhaust,3
259,5qIHFdkW6phMsTZlN2g8Lc,root,3
260,5qIHFdkW6phMsTZlN2g8Lc,anti,3
261,5qIHFdkW6phMsTZlN2g8Lc,directly,3
262,5qIHFdkW6phMsTZlN2g8Lc,wake,2
263,1p80LdxRV74UKvL8gnD7ky,love,9
264,1p80LdxRV74UKvL8gnD7ky,insane,8
265,1p80LdxRV74UKvL8gnD7ky,long,6
266,1p80LdxRV74UKvL8gnD7ky,list,6
267,1p80LdxRV74UKvL8gnD7ky,go,6
268,1p80LdxRV74UKvL8gnD7ky,lover,6
269,1p80LdxRV74UKvL8gnD7ky,game,5
270,1p80LdxRV74UKvL8gnD7ky,scar,4
271,1p80LdxRV74UKvL8gnD7ky,nasty,4
272,1p80LdxRV74UKvL8gnD7ky,leave,4
273,1p80LdxRV74UKvL8gnD7ky,blank,3
274,1p80LdxRV74UKvL8gnD7ky,flame,3
275,1p80LdxRV74UKvL8gnD7ky,worth,3
276,1p80LdxRV74UKvL8gnD7ky,pain,3
277,1p80LdxRV74UKvL8gnD7ky,young,3
278,3Vpk1hfMAQme8VJ0SNRSkd,style,10
279,3Vpk1hfMAQme8VJ0SNRSkd,time,6
280,3Vpk1hfMAQme8VJ0SNRSkd,back,5
281,3Vpk1hfMAQme8VJ0SNRSkd,crash,5
282,3Vpk1hfMAQme8VJ0SNRSkd,eye,4
283,3Vpk1hfMAQme8VJ0SNRSkd,home,4
284,3Vpk1hfMAQme8VJ0SNRSkd,girl,4
285,3Vpk1hfMAQme8VJ0SNRSkd,hear,4
286,3Vpk1hfMAQme8VJ0SNRSkd,tight,3
287,3Vpk1hfMAQme8VJ0SNRSkd,classic,3
288,3Vpk1hfMAQme8VJ0SNRSkd,lip,3
289,3Vpk1hfMAQme8VJ0SNRSkd,red,3
290,3Vpk1hfMAQme8VJ0SNRSkd,long,3
291,3Vpk1hfMAQme8VJ0SNRSkd,skirt,3
292,3Vpk1hfMAQme8VJ0SNRSkd,round,2
293,1haJsMtoBhHfvuM7XWuT3W,dio,4
294,1haJsMtoBhHfvuM7XWuT3W,pue,4
295,1haJsMtoBhHfvuM7XWuT3W,extra,2
296,1haJsMtoBhHfvuM7XWuT3W,pecado,2
297,1haJsMtoBhHfvuM7XWuT3W,pido,2
298,1haJsMtoBhHfvuM7XWuT3W,melena,2
299,1haJsMtoBhHfvuM7XWuT3W,traigo,2
300,1haJsMtoBhHfvuM7XWuT3W,sangre,2
301,1haJsMtoBhHfvuM7XWuT3W,siempre,2
302,1haJsMtoBhHfvuM7XWuT3W,traficar,2
303,1haJsMtoBhHfvuM7XWuT3W,polvo,2
304,1haJsMtoBhHfvuM7XWuT3W,verguiza,2
305,1haJsMtoBhHfvuM7XWuT3W,diablo,2
306,1haJsMtoBhHfvuM7XWuT3W,viejo,1
307,1haJsMtoBhHfvuM7XWuT3W,seguido,1
308,7KA4W4McWYRpgf0fWsJZWB,sick,8
309,7KA4W4McWYRpgf0fWsJZWB,bout,7
310,7KA4W4McWYRpgf0fWsJZWB,make,7
311,7KA4W4McWYRpgf0fWsJZWB,eye,5
312,7KA4W4McWYRpgf0fWsJZWB,forever,5
313,7KA4W4McWYRpgf0fWsJZWB,kiss,5
314,7KA4W4McWYRpgf0fWsJZWB,hit,4
315,7KA4W4McWYRpgf0fWsJZWB,time,3
316,7KA4W4McWYRpgf0fWsJZWB,run,2
317,7KA4W4McWYRpgf0fWsJZWB,mind,2
318,7KA4W4McWYRpgf0fWsJZWB,chasing,2
319,7KA4W4McWYRpgf0fWsJZWB,daydream,2
320,7KA4W4McWYRpgf0fWsJZWB,way,2
321,7KA4W4McWYRpgf0fWsJZWB,close,2
322,7KA4W4McWYRpgf0fWsJZWB,dream,2
323,0QdePZJfBpRIBautuT4FSx,fault,6
324,0QdePZJfBpRIBautuT4FSx,fly,4
325,0QdePZJfBpRIBautuT4FSx,angel,4
326,0QdePZJfBpRIBautuT4FSx,baby,4
327,0QdePZJfBpRIBautuT4FSx,love,4
328,0QdePZJfBpRIBautuT4FSx,company,3
329,0QdePZJfBpRIBautuT4FSx,wish,3
330,0QdePZJfBpRIBautuT4FSx,ruin,3
331,0QdePZJfBpRIBautuT4FSx,misery,3
332,0QdePZJfBpRIBautuT4FSx,knee,3
333,0QdePZJfBpRIBautuT4FSx,bring,3
334,0QdePZJfBpRIBautuT4FSx,leave,3
335,0QdePZJfBpRIBautuT4FSx,day,3
336,0QdePZJfBpRIBautuT4FSx,go,3
337,0QdePZJfBpRIBautuT4FSx,wrong,3
338,4h9wh7iOZ0GGn8QVp4RAOB,bout,13
339,4h9wh7iOZ0GGn8QVp4RAOB,worried,9
340,4h9wh7iOZ0GGn8QVp4RAOB,worry,5
341,4h9wh7iOZ0GGn8QVp4RAOB,hero,3
342,4h9wh7iOZ0GGn8QVp4RAOB,cloud,3
343,4h9wh7iOZ0GGn8QVp4RAOB,dance,3
344,4h9wh7iOZ0GGn8QVp4RAOB,flood,3
345,4h9wh7iOZ0GGn8QVp4RAOB,swimmin,3
346,4h9wh7iOZ0GGn8QVp4RAOB,keep,3
347,4h9wh7iOZ0GGn8QVp4RAOB,dream,3
348,4h9wh7iOZ0GGn8QVp4RAOB,alive,3
349,4h9wh7iOZ0GGn8QVp4RAOB,problem,2
350,4h9wh7iOZ0GGn8QVp4RAOB,time,2
351,4h9wh7iOZ0GGn8QVp4RAOB,tell,2
352,4h9wh7iOZ0GGn8QVp4RAOB,toe,2
353,3BKD1PwArikchz2Zrlp1qi,hurt,13
354,3BKD1PwArikchz2Zrlp1qi,love,10
355,3BKD1PwArikchz2Zrlp1qi,baby,7
356,3BKD1PwArikchz2Zrlp1qi,make,3
357,3BKD1PwArikchz2Zrlp1qi,scream,2
358,3BKD1PwArikchz2Zrlp1qi,high,2
359,3BKD1PwArikchz2Zrlp1qi,degree,2
360,3BKD1PwArikchz2Zrlp1qi,dive,1
361,3BKD1PwArikchz2Zrlp1qi,beach,1
362,3BKD1PwArikchz2Zrlp1qi,swimmin,1
363,3BKD1PwArikchz2Zrlp1qi,deep,1
364,3BKD1PwArikchz2Zrlp1qi,limit,1
365,3BKD1PwArikchz2Zrlp1qi,nothin,1
366,3BKD1PwArikchz2Zrlp1qi,strong,1
367,3BKD1PwArikchz2Zrlp1qi,dirty,1
368,505v13epFXodT9fVAJ6h8k,extra,2
369,505v13epFXodT9fVAJ6h8k,dicen,1
370,505v13epFXodT9fVAJ6h8k,ticket,1
371,505v13epFXodT9fVAJ6h8k,amargura,1
372,505v13epFXodT9fVAJ6h8k,baby,1
373,505v13epFXodT9fVAJ6h8k,drum,1
374,505v13epFXodT9fVAJ6h8k,ovy,1
375,505v13epFXodT9fVAJ6h8k,devota,1
376,505v13epFXodT9fVAJ6h8k,volv,1
377,505v13epFXodT9fVAJ6h8k,aqu,1
378,505v13epFXodT9fVAJ6h8k,low,1
379,505v13epFXodT9fVAJ6h8k,misma,1
380,505v13epFXodT9fVAJ6h8k,curando,1
381,505v13epFXodT9fVAJ6h8k,poquito,1
382,505v13epFXodT9fVAJ6h8k,pienso,1
383,23RoR84KodL5HWvUTneQ1w,explain,4
384,23RoR84KodL5HWvUTneQ1w,feel,4
385,23RoR84KodL5HWvUTneQ1w,erase,4
386,23RoR84KodL5HWvUTneQ1w,feeling,4
387,23RoR84KodL5HWvUTneQ1w,leave,4
388,23RoR84KodL5HWvUTneQ1w,mind,4
389,23RoR84KodL5HWvUTneQ1w,guess,4
390,23RoR84KodL5HWvUTneQ1w,ticket,1
391,23RoR84KodL5HWvUTneQ1w,low,1
392,23RoR84KodL5HWvUTneQ1w,embe,1
393,7otCGmgp9h4CsR2LhwB6gt,tear,9
394,7otCGmgp9h4CsR2LhwB6gt,bring,1
395,7otCGmgp9h4CsR2LhwB6gt,fucking,1
396,7otCGmgp9h4CsR2LhwB6gt,learn,1
397,7otCGmgp9h4CsR2LhwB6gt,low,1
398,7otCGmgp9h4CsR2LhwB6gt,ticket,1
399,7otCGmgp9h4CsR2LhwB6gt,odell,1
400,7otCGmgp9h4CsR2LhwB6gt,heart,1
401,7otCGmgp9h4CsR2LhwB6gt,song,1
402,7otCGmgp9h4CsR2LhwB6gt,sing,1
403,7otCGmgp9h4CsR2LhwB6gt,lose,1
404,7otCGmgp9h4CsR2LhwB6gt,win,1
405,7otCGmgp9h4CsR2LhwB6gt,word,1
406,7otCGmgp9h4CsR2LhwB6gt,rude,1
407,7otCGmgp9h4CsR2LhwB6gt,voice,1
408,6zaxxZxxjUJ0I3AYkzp2WA,touch,5
409,6zaxxZxxjUJ0I3AYkzp2WA,light,5
410,6zaxxZxxjUJ0I3AYkzp2WA,feel,4
411,6zaxxZxxjUJ0I3AYkzp2WA,sleep,4
412,6zaxxZxxjUJ0I3AYkzp2WA,blind,3
413,6zaxxZxxjUJ0I3AYkzp2WA,call,2
414,6zaxxZxxjUJ0I3AYkzp2WA,phone,2
415,6zaxxZxxjUJ0I3AYkzp2WA,back,2
416,6zaxxZxxjUJ0I3AYkzp2WA,time,2
417,6zaxxZxxjUJ0I3AYkzp2WA,trust,2
418,6zaxxZxxjUJ0I3AYkzp2WA,drown,2
419,6zaxxZxxjUJ0I3AYkzp2WA,night,2
420,6zaxxZxxjUJ0I3AYkzp2WA,judge,2
421,6zaxxZxxjUJ0I3AYkzp2WA,cold,2
422,6zaxxZxxjUJ0I3AYkzp2WA,city,2
423,2i2gDpKKWjvnRTOZRhaPh2,high,10
424,2i2gDpKKWjvnRTOZRhaPh2,kiss,6
425,2i2gDpKKWjvnRTOZRhaPh2,tonight,6
426,2i2gDpKKWjvnRTOZRhaPh2,ride,6
427,2i2gDpKKWjvnRTOZRhaPh2,dolly,6
428,2i2gDpKKWjvnRTOZRhaPh2,moonlight,4
429,2i2gDpKKWjvnRTOZRhaPh2,higher,3
430,2i2gDpKKWjvnRTOZRhaPh2,feel,3
431,2i2gDpKKWjvnRTOZRhaPh2,put,3
432,2i2gDpKKWjvnRTOZRhaPh2,find,2
433,2i2gDpKKWjvnRTOZRhaPh2,free,2
434,2i2gDpKKWjvnRTOZRhaPh2,moon,1
435,2i2gDpKKWjvnRTOZRhaPh2,leave,1
436,2i2gDpKKWjvnRTOZRhaPh2,mind,1
437,2i2gDpKKWjvnRTOZRhaPh2,priority,1
438,5ww2BF9slyYgNOk37BlC4u,cuide,5
439,5ww2BF9slyYgNOk37BlC4u,dio,4
440,5ww2BF9slyYgNOk37BlC4u,besaste,4
441,5ww2BF9slyYgNOk37BlC4u,pido,4
442,5ww2BF9slyYgNOk37BlC4u,mejor,4
443,5ww2BF9slyYgNOk37BlC4u,dedicaste,4
444,5ww2BF9slyYgNOk37BlC4u,oyendo,4
445,5ww2BF9slyYgNOk37BlC4u,cancione,4
446,5ww2BF9slyYgNOk37BlC4u,calle,4
447,5ww2BF9slyYgNOk37BlC4u,manejando,4
448,5ww2BF9slyYgNOk37BlC4u,ando,4
449,5ww2BF9slyYgNOk37BlC4u,mismo,1
450,5ww2BF9slyYgNOk37BlC4u,low,1
451,5ww2BF9slyYgNOk37BlC4u,ticket,1
452,5ww2BF9slyYgNOk37BlC4u,manuel,1
453,6NlJtxTYtt0b8tY2IAZDAV,flow,10
454,6NlJtxTYtt0b8tY2IAZDAV,venta,8
455,6NlJtxTYtt0b8tY2IAZDAV,vende,3
456,6NlJtxTYtt0b8tY2IAZDAV,dicen,2
457,6NlJtxTYtt0b8tY2IAZDAV,hice,1
458,6NlJtxTYtt0b8tY2IAZDAV,gente,1
459,6NlJtxTYtt0b8tY2IAZDAV,drum,1
460,6NlJtxTYtt0b8tY2IAZDAV,low,1
461,6NlJtxTYtt0b8tY2IAZDAV,ticket,1
462,6NlJtxTYtt0b8tY2IAZDAV,inseparable,1
463,6NlJtxTYtt0b8tY2IAZDAV,fandom,1
464,6NlJtxTYtt0b8tY2IAZDAV,manda,1
465,6NlJtxTYtt0b8tY2IAZDAV,show,1
466,6NlJtxTYtt0b8tY2IAZDAV,bando,1
467,6NlJtxTYtt0b8tY2IAZDAV,mujere,1
468,6AQbmUe0Qwf5PZnt4HmTXv,ough,13
469,6AQbmUe0Qwf5PZnt4HmTXv,boy,11
470,6AQbmUe0Qwf5PZnt4HmTXv,liar,7
471,6AQbmUe0Qwf5PZnt4HmTXv,hold,2
472,6AQbmUe0Qwf5PZnt4HmTXv,knee,2
473,6AQbmUe0Qwf5PZnt4HmTXv,picture,2
474,6AQbmUe0Qwf5PZnt4HmTXv,room,2
475,6AQbmUe0Qwf5PZnt4HmTXv,fear,2
476,6AQbmUe0Qwf5PZnt4HmTXv,shit,2
477,6AQbmUe0Qwf5PZnt4HmTXv,fat,1
478,6AQbmUe0Qwf5PZnt4HmTXv,fun,1
