sid,word,occurence
7ro0hRteUMfnOioTFI5TG1,show,1
7ro0hRteUMfnOioTFI5TG1,atrevido,1
7ro0hRteUMfnOioTFI5TG1,tiempo,1
7ro0hRteUMfnOioTFI5TG1,flow,1
7ro0hRteUMfnOioTFI5TG1,piquete,1
7ro0hRteUMfnOioTFI5TG1,ey,1
7ro0hRteUMfnOioTFI5TG1,feel,1
7ro0hRteUMfnOioTFI5TG1,mancha,1
2FDTHlrBguDzQkp7PVj16Q,gyal,7
2FDTHlrBguDzQkp7PVj16Q,fuck,4
2FDTHlrBguDzQkp7PVj16Q,diamond,3
2FDTHlrBguDzQkp7PVj16Q,sprinter,3
2FDTHlrBguDzQkp7PVj16Q,doin,3
2FDTHlrBguDzQkp7PVj16Q,give,3
2FDTHlrBguDzQkp7PVj16Q,send,3
2FDTHlrBguDzQkp7PVj16Q,suv,3
2FDTHlrBguDzQkp7PVj16Q,squintin,2
2FDTHlrBguDzQkp7PVj16Q,thick,2
2FDTHlrBguDzQkp7PVj16Q,change,2
2FDTHlrBguDzQkp7PVj16Q,mind,2
2FDTHlrBguDzQkp7PVj16Q,halfway,2
2FDTHlrBguDzQkp7PVj16Q,put,2
2FDTHlrBguDzQkp7PVj16Q,meter,2
3qQbCzHBycnDpGskqOWY0E,compa,1
3qQbCzHBycnDpGskqOWY0E,parece,1
3qQbCzHBycnDpGskqOWY0E,morra,1
3qQbCzHBycnDpGskqOWY0E,acerco,1
3qQbCzHBycnDpGskqOWY0E,trago,1
3qQbCzHBycnDpGskqOWY0E,pero,1
3qQbCzHBycnDpGskqOWY0E,solo,1
3qQbCzHBycnDpGskqOWY0E,dije,1
3qQbCzHBycnDpGskqOWY0E,voy,1
3qQbCzHBycnDpGskqOWY0E,plebita,1
3qQbCzHBycnDpGskqOWY0E,likeembe,1
6XbtvPmIpyCbjuT0e8cQtp,besos,4
6XbtvPmIpyCbjuT0e8cQtp,beber,2
6XbtvPmIpyCbjuT0e8cQtp,nadie,2
6XbtvPmIpyCbjuT0e8cQtp,salir,2
6XbtvPmIpyCbjuT0e8cQtp,sentimental,1
6XbtvPmIpyCbjuT0e8cQtp,quiere,1
6XbtvPmIpyCbjuT0e8cQtp,noche,1
6XbtvPmIpyCbjuT0e8cQtp,cumplir,1
6XbtvPmIpyCbjuT0e8cQtp,hacer,1
6XbtvPmIpyCbjuT0e8cQtp,espero,1
6XbtvPmIpyCbjuT0e8cQtp,cualquier,1
6XbtvPmIpyCbjuT0e8cQtp,reggaet,1
6XbtvPmIpyCbjuT0e8cQtp,escuchando,1
6XbtvPmIpyCbjuT0e8cQtp,dese,1
6XbtvPmIpyCbjuT0e8cQtp,salud,1
2UW7JaomAMuX9pZrjVpHAU,beb,5
2UW7JaomAMuX9pZrjVpHAU,cuerpo,2
2UW7JaomAMuX9pZrjVpHAU,usted,2
2UW7JaomAMuX9pZrjVpHAU,estrella,2
2UW7JaomAMuX9pZrjVpHAU,techo,2
2UW7JaomAMuX9pZrjVpHAU,estelar,2
2UW7JaomAMuX9pZrjVpHAU,sabe,2
2UW7JaomAMuX9pZrjVpHAU,jate,2
2UW7JaomAMuX9pZrjVpHAU,pegado,2
2UW7JaomAMuX9pZrjVpHAU,puki,1
2UW7JaomAMuX9pZrjVpHAU,ojitos,1
2UW7JaomAMuX9pZrjVpHAU,chinito,1
2UW7JaomAMuX9pZrjVpHAU,religion,1
2UW7JaomAMuX9pZrjVpHAU,young,1
2UW7JaomAMuX9pZrjVpHAU,comerte,1
2yzshFeBIwH8tWIqHEFLeD,ndome,4
2yzshFeBIwH8tWIqHEFLeD,decirte,3
2yzshFeBIwH8tWIqHEFLeD,hace,1
2yzshFeBIwH8tWIqHEFLeD,frontera,1
2yzshFeBIwH8tWIqHEFLeD,grupo,1
2yzshFeBIwH8tWIqHEFLeD,ndote,1
2yzshFeBIwH8tWIqHEFLeD,extra,1
2yzshFeBIwH8tWIqHEFLeD,rog,1
2yzshFeBIwH8tWIqHEFLeD,quiere,1
2yzshFeBIwH8tWIqHEFLeD,baby,1
2yzshFeBIwH8tWIqHEFLeD,pensando,1
2yzshFeBIwH8tWIqHEFLeD,cicatrix,1
2yzshFeBIwH8tWIqHEFLeD,duelen,1
2yzshFeBIwH8tWIqHEFLeD,gris,1
2yzshFeBIwH8tWIqHEFLeD,borracho,1
5sdQOyqq2IDhvmx2lHOpwd,shy,28
5sdQOyqq2IDhvmx2lHOpwd,super,19
5sdQOyqq2IDhvmx2lHOpwd,make,14
5sdQOyqq2IDhvmx2lHOpwd,mind,7
5sdQOyqq2IDhvmx2lHOpwd,time,7
5sdQOyqq2IDhvmx2lHOpwd,wait,6
5sdQOyqq2IDhvmx2lHOpwd,minute,6
5sdQOyqq2IDhvmx2lHOpwd,heh,1
5sdQOyqq2IDhvmx2lHOpwd,babe,1
5sdQOyqq2IDhvmx2lHOpwd,top,1
5sdQOyqq2IDhvmx2lHOpwd,special,1
5sdQOyqq2IDhvmx2lHOpwd,odd,1
5sdQOyqq2IDhvmx2lHOpwd,dream,1
5sdQOyqq2IDhvmx2lHOpwd,talk,1
5sdQOyqq2IDhvmx2lHOpwd,follow,1
1ZJwhLQLt2quexYKP2Q3gk,love,11
1ZJwhLQLt2quexYKP2Q3gk,baby,8
1ZJwhLQLt2quexYKP2Q3gk,buy,3
1ZJwhLQLt2quexYKP2Q3gk,hand,3
1ZJwhLQLt2quexYKP2Q3gk,hold,3
1ZJwhLQLt2quexYKP2Q3gk,dancing,3
1ZJwhLQLt2quexYKP2Q3gk,understand,3
1ZJwhLQLt2quexYKP2Q3gk,hour,3
1ZJwhLQLt2quexYKP2Q3gk,talk,3
1ZJwhLQLt2quexYKP2Q3gk,sand,3
1ZJwhLQLt2quexYKP2Q3gk,write,3
1ZJwhLQLt2quexYKP2Q3gk,thing,3
1ZJwhLQLt2quexYKP2Q3gk,remember,3
1ZJwhLQLt2quexYKP2Q3gk,cry,3
1ZJwhLQLt2quexYKP2Q3gk,start,3
1odExI7RdWc4BT515LTAwj,daylight,15
1odExI7RdWc4BT515LTAwj,time,10
1odExI7RdWc4BT515LTAwj,hate,8
1odExI7RdWc4BT515LTAwj,love,6
1odExI7RdWc4BT515LTAwj,runnin,6
1odExI7RdWc4BT515LTAwj,ooh,3
1odExI7RdWc4BT515LTAwj,drink,3
1odExI7RdWc4BT515LTAwj,hidin,3
1odExI7RdWc4BT515LTAwj,sin,3
1odExI7RdWc4BT515LTAwj,resist,2
1odExI7RdWc4BT515LTAwj,distance,2
1odExI7RdWc4BT515LTAwj,darkness,2
1odExI7RdWc4BT515LTAwj,tell,1
1odExI7RdWc4BT515LTAwj,mercy,1
1odExI7RdWc4BT515LTAwj,find,1
5h4vM1Wf80N2JpRFC9XATM,world,3
5h4vM1Wf80N2JpRFC9XATM,holdin,2
5h4vM1Wf80N2JpRFC9XATM,home,2
5h4vM1Wf80N2JpRFC9XATM,hold,1
5h4vM1Wf80N2JpRFC9XATM,palm,1
5h4vM1Wf80N2JpRFC9XATM,doin,1
5h4vM1Wf80N2JpRFC9XATM,follow,1
5h4vM1Wf80N2JpRFC9XATM,internet,1
5h4vM1Wf80N2JpRFC9XATM,speed,1
5h4vM1Wf80N2JpRFC9XATM,light,1
5h4vM1Wf80N2JpRFC9XATM,ahead,1
5h4vM1Wf80N2JpRFC9XATM,live,1
5h4vM1Wf80N2JpRFC9XATM,daddy,1
5h4vM1Wf80N2JpRFC9XATM,come,1
5h4vM1Wf80N2JpRFC9XATM,bell,1
3Y9wdXMh6sNt9fUwUqTqb7,kill,8
3Y9wdXMh6sNt9fUwUqTqb7,love,7
3Y9wdXMh6sNt9fUwUqTqb7,mature,4
3Y9wdXMh6sNt9fUwUqTqb7,drug,4
3Y9wdXMh6sNt9fUwUqTqb7,idea,4
3Y9wdXMh6sNt9fUwUqTqb7,girlfriend,3
3Y9wdXMh6sNt9fUwUqTqb7,hate,2
3Y9wdXMh6sNt9fUwUqTqb7,text,2
3Y9wdXMh6sNt9fUwUqTqb7,evidence,2
3Y9wdXMh6sNt9fUwUqTqb7,sober,2
3Y9wdXMh6sNt9fUwUqTqb7,jail,2
3Y9wdXMh6sNt9fUwUqTqb7,therapist,2
3Y9wdXMh6sNt9fUwUqTqb7,farmer,1
3Y9wdXMh6sNt9fUwUqTqb7,tonight,1
3Y9wdXMh6sNt9fUwUqTqb7,low,1
3B228N0GxfUCwPyfNcJxps,love,11
3B228N0GxfUCwPyfNcJxps,cupid,9
3B228N0GxfUCwPyfNcJxps,fool,6
3B228N0GxfUCwPyfNcJxps,dumb,5
3B228N0GxfUCwPyfNcJxps,feel,5
3B228N0GxfUCwPyfNcJxps,feelin,5
3B228N0GxfUCwPyfNcJxps,real,4
3B228N0GxfUCwPyfNcJxps,make,4
3B228N0GxfUCwPyfNcJxps,stupid,4
3B228N0GxfUCwPyfNcJxps,lonely,4
3B228N0GxfUCwPyfNcJxps,leave,4
3B228N0GxfUCwPyfNcJxps,chance,4
3B228N0GxfUCwPyfNcJxps,give,4
3B228N0GxfUCwPyfNcJxps,hold,4
3B228N0GxfUCwPyfNcJxps,hopeless,3
6XSqqQIy7Lm7SnwxS4NrGx,cobrar,4
6XSqqQIy7Lm7SnwxS4NrGx,baby,4
6XSqqQIy7Lm7SnwxS4NrGx,nasty,4
6XSqqQIy7Lm7SnwxS4NrGx,voy,3
6XSqqQIy7Lm7SnwxS4NrGx,toc,3
6XSqqQIy7Lm7SnwxS4NrGx,problematic,3
6XSqqQIy7Lm7SnwxS4NrGx,fantastic,3
6XSqqQIy7Lm7SnwxS4NrGx,cuatro,3
6XSqqQIy7Lm7SnwxS4NrGx,fuck,3
6XSqqQIy7Lm7SnwxS4NrGx,romantic,3
6XSqqQIy7Lm7SnwxS4NrGx,normal,3
6XSqqQIy7Lm7SnwxS4NrGx,ver,2
6XSqqQIy7Lm7SnwxS4NrGx,formal,2
6XSqqQIy7Lm7SnwxS4NrGx,freaky,2
6XSqqQIy7Lm7SnwxS4NrGx,ndote,2
0cxhv3PpIkmREXqobuB0zG,forever,4
0cxhv3PpIkmREXqobuB0zG,lose,4
0cxhv3PpIkmREXqobuB0zG,light,4
0cxhv3PpIkmREXqobuB0zG,mind,2
0cxhv3PpIkmREXqobuB0zG,dream,2
0cxhv3PpIkmREXqobuB0zG,break,2
0cxhv3PpIkmREXqobuB0zG,night,2
0cxhv3PpIkmREXqobuB0zG,ride,2
0cxhv3PpIkmREXqobuB0zG,taste,2
0cxhv3PpIkmREXqobuB0zG,high,2
0cxhv3PpIkmREXqobuB0zG,spin,2
0cxhv3PpIkmREXqobuB0zG,give,2
0cxhv3PpIkmREXqobuB0zG,outta,2
0cxhv3PpIkmREXqobuB0zG,baby,2
0cxhv3PpIkmREXqobuB0zG,time,1
7mXuWTczZNxG5EDcjFEuJR,gaga,2
7mXuWTczZNxG5EDcjFEuJR,lente,2
7mXuWTczZNxG5EDcjFEuJR,pendiente,1
7mXuWTczZNxG5EDcjFEuJR,flow,1
7mXuWTczZNxG5EDcjFEuJR,ne,1
7mXuWTczZNxG5EDcjFEuJR,beat,1
7mXuWTczZNxG5EDcjFEuJR,egipto,1
7mXuWTczZNxG5EDcjFEuJR,fre,1
7mXuWTczZNxG5EDcjFEuJR,ambiente,1
7mXuWTczZNxG5EDcjFEuJR,polvo,1
7mXuWTczZNxG5EDcjFEuJR,doble,1
7mXuWTczZNxG5EDcjFEuJR,chau,1
7mXuWTczZNxG5EDcjFEuJR,cha,1
7mXuWTczZNxG5EDcjFEuJR,merce,1
7mXuWTczZNxG5EDcjFEuJR,clave,1
2BiYNtSlwVCPFu2b0k9X9i,deep,3
2BiYNtSlwVCPFu2b0k9X9i,hold,3
2BiYNtSlwVCPFu2b0k9X9i,hide,2
2BiYNtSlwVCPFu2b0k9X9i,secret,2
2BiYNtSlwVCPFu2b0k9X9i,heart,2
2BiYNtSlwVCPFu2b0k9X9i,hard,2
2BiYNtSlwVCPFu2b0k9X9i,coffee,2
2BiYNtSlwVCPFu2b0k9X9i,heater,1
2BiYNtSlwVCPFu2b0k9X9i,hair,1
2BiYNtSlwVCPFu2b0k9X9i,wanna,1
2BiYNtSlwVCPFu2b0k9X9i,lotion,1
2BiYNtSlwVCPFu2b0k9X9i,set,1
2BiYNtSlwVCPFu2b0k9X9i,breathin,1
2BiYNtSlwVCPFu2b0k9X9i,portable,1
2BiYNtSlwVCPFu2b0k9X9i,run,1
5AqiaZwhmC6dIbgWrD5SzV,voy,2
5AqiaZwhmC6dIbgWrD5SzV,doble,2
5AqiaZwhmC6dIbgWrD5SzV,fierro,2
5AqiaZwhmC6dIbgWrD5SzV,verga,2
5AqiaZwhmC6dIbgWrD5SzV,pedo,1
5AqiaZwhmC6dIbgWrD5SzV,mentir,1
5AqiaZwhmC6dIbgWrD5SzV,olvidar,1
5AqiaZwhmC6dIbgWrD5SzV,mente,1
5AqiaZwhmC6dIbgWrD5SzV,sacar,1
5AqiaZwhmC6dIbgWrD5SzV,ver,1
5AqiaZwhmC6dIbgWrD5SzV,ita,1
5AqiaZwhmC6dIbgWrD5SzV,embed,1
4eMKD8MRroxCqugpsxCCNb,ojal,5
4eMKD8MRroxCqugpsxCCNb,pienso,2
4eMKD8MRroxCqugpsxCCNb,dormir,2
4eMKD8MRroxCqugpsxCCNb,tanning,2
4eMKD8MRroxCqugpsxCCNb,mojave,1
4eMKD8MRroxCqugpsxCCNb,friendly,1
4eMKD8MRroxCqugpsxCCNb,estrella,1
4eMKD8MRroxCqugpsxCCNb,frontear,1
4eMKD8MRroxCqugpsxCCNb,giannis,1
4eMKD8MRroxCqugpsxCCNb,toda,1
4eMKD8MRroxCqugpsxCCNb,amigo,1
4eMKD8MRroxCqugpsxCCNb,ey,1
4eMKD8MRroxCqugpsxCCNb,dando,1
4eMKD8MRroxCqugpsxCCNb,ghost,1
4eMKD8MRroxCqugpsxCCNb,cabeza,1
59uQI0PADDKeE6UZDTJEe8,night,15
59uQI0PADDKeE6UZDTJEe8,baby,7
59uQI0PADDKeE6UZDTJEe8,remember,4
59uQI0PADDKeE6UZDTJEe8,liquor,3
59uQI0PADDKeE6UZDTJEe8,talk,3
59uQI0PADDKeE6UZDTJEe8,tell,3
59uQI0PADDKeE6UZDTJEe8,wish,3
59uQI0PADDKeE6UZDTJEe8,friend,2
59uQI0PADDKeE6UZDTJEe8,back,2
59uQI0PADDKeE6UZDTJEe8,leave,1
59uQI0PADDKeE6UZDTJEe8,pull,1
59uQI0PADDKeE6UZDTJEe8,pack,1
59uQI0PADDKeE6UZDTJEe8,low,1
59uQI0PADDKeE6UZDTJEe8,ticket,1
59uQI0PADDKeE6UZDTJEe8,kind,1
4ZnkygoWLzcGbQYCm3lkae,feel,9
4ZnkygoWLzcGbQYCm3lkae,rush,9
4ZnkygoWLzcGbQYCm3lkae,addicted,5
4ZnkygoWLzcGbQYCm3lkae,touch,5
4ZnkygoWLzcGbQYCm3lkae,boy,3
4ZnkygoWLzcGbQYCm3lkae,breathe,2
4ZnkygoWLzcGbQYCm3lkae,slow,2
4ZnkygoWLzcGbQYCm3lkae,gravity,2
4ZnkygoWLzcGbQYCm3lkae,fun,1
4ZnkygoWLzcGbQYCm3lkae,shit,1
4ZnkygoWLzcGbQYCm3lkae,pocket,1
4ZnkygoWLzcGbQYCm3lkae,feeling,1
4ZnkygoWLzcGbQYCm3lkae,sun,1
4ZnkygoWLzcGbQYCm3lkae,recreate,1
4ZnkygoWLzcGbQYCm3lkae,heatwave,1
4vKApRsWLo6VFEdT6WNLze,quiere,3
4vKApRsWLo6VFEdT6WNLze,dile,3
4vKApRsWLo6VFEdT6WNLze,compa,1
4vKApRsWLo6VFEdT6WNLze,doble,1
4vKApRsWLo6VFEdT6WNLze,nadando,1
4vKApRsWLo6VFEdT6WNLze,cuerpo,1
4vKApRsWLo6VFEdT6WNLze,mientras,1
4vKApRsWLo6VFEdT6WNLze,ropa,1
4vKApRsWLo6VFEdT6WNLze,tomando,1
4vKApRsWLo6VFEdT6WNLze,lejitos,1
4vKApRsWLo6VFEdT6WNLze,toco,1
4vKApRsWLo6VFEdT6WNLze,nunca,1
4vKApRsWLo6VFEdT6WNLze,mansione,1
4vKApRsWLo6VFEdT6WNLze,frontera,1
4vKApRsWLo6VFEdT6WNLze,chau,1
0V3wPSX9ygBnCm8psDIegu,agree,6
0V3wPSX9ygBnCm8psDIegu,time,4
0V3wPSX9ygBnCm8psDIegu,problem,4
0V3wPSX9ygBnCm8psDIegu,leave,4
0V3wPSX9ygBnCm8psDIegu,stare,3
0V3wPSX9ygBnCm8psDIegu,scream,3
0V3wPSX9ygBnCm8psDIegu,dream,3
0V3wPSX9ygBnCm8psDIegu,hero,3
0V3wPSX9ygBnCm8psDIegu,sun,3
0V3wPSX9ygBnCm8psDIegu,mirror,3
0V3wPSX9ygBnCm8psDIegu,exhaust,3
0V3wPSX9ygBnCm8psDIegu,root,3
0V3wPSX9ygBnCm8psDIegu,anti,3
0V3wPSX9ygBnCm8psDIegu,directly,3
0V3wPSX9ygBnCm8psDIegu,wake,2
2oMjKuKUEJFuLiVmTq7Vjx,sabe,3
2oMjKuKUEJFuLiVmTq7Vjx,volver,3
2oMjKuKUEJFuLiVmTq7Vjx,foto,2
2oMjKuKUEJFuLiVmTq7Vjx,bonito,2
2oMjKuKUEJFuLiVmTq7Vjx,quiere,2
2oMjKuKUEJFuLiVmTq7Vjx,hombre,2
2oMjKuKUEJFuLiVmTq7Vjx,errore,2
2oMjKuKUEJFuLiVmTq7Vjx,ndome,2
2oMjKuKUEJFuLiVmTq7Vjx,supon,2
2oMjKuKUEJFuLiVmTq7Vjx,ndole,2
2oMjKuKUEJFuLiVmTq7Vjx,superaste,1
2oMjKuKUEJFuLiVmTq7Vjx,llueven,1
2oMjKuKUEJFuLiVmTq7Vjx,feliz,1
2oMjKuKUEJFuLiVmTq7Vjx,buscando,1
2oMjKuKUEJFuLiVmTq7Vjx,repito,1
2sC2P3BN0IXujNaaSyDmtP,love,9
2sC2P3BN0IXujNaaSyDmtP,insane,8
2sC2P3BN0IXujNaaSyDmtP,long,6
2sC2P3BN0IXujNaaSyDmtP,list,6
2sC2P3BN0IXujNaaSyDmtP,go,6
2sC2P3BN0IXujNaaSyDmtP,lover,6
2sC2P3BN0IXujNaaSyDmtP,game,5
2sC2P3BN0IXujNaaSyDmtP,scar,4
2sC2P3BN0IXujNaaSyDmtP,nasty,4
2sC2P3BN0IXujNaaSyDmtP,leave,4
2sC2P3BN0IXujNaaSyDmtP,blank,3
2sC2P3BN0IXujNaaSyDmtP,flame,3
2sC2P3BN0IXujNaaSyDmtP,worth,3
2sC2P3BN0IXujNaaSyDmtP,pain,3
2sC2P3BN0IXujNaaSyDmtP,young,3
1hjRhYpWyqDpPahmSlUTlc,style,10
1hjRhYpWyqDpPahmSlUTlc,time,6
1hjRhYpWyqDpPahmSlUTlc,back,5
1hjRhYpWyqDpPahmSlUTlc,crash,5
1hjRhYpWyqDpPahmSlUTlc,eye,4
1hjRhYpWyqDpPahmSlUTlc,home,4
1hjRhYpWyqDpPahmSlUTlc,girl,4
1hjRhYpWyqDpPahmSlUTlc,hear,4
1hjRhYpWyqDpPahmSlUTlc,tight,3
1hjRhYpWyqDpPahmSlUTlc,classic,3
1hjRhYpWyqDpPahmSlUTlc,lip,3
1hjRhYpWyqDpPahmSlUTlc,red,3
1hjRhYpWyqDpPahmSlUTlc,long,3
1hjRhYpWyqDpPahmSlUTlc,skirt,3
1hjRhYpWyqDpPahmSlUTlc,round,2
1UMm1Qs3u59Wvk53zBUE8r,voy,3
1UMm1Qs3u59Wvk53zBUE8r,dicen,3
1UMm1Qs3u59Wvk53zBUE8r,partiendo,2
1UMm1Qs3u59Wvk53zBUE8r,queso,2
1UMm1Qs3u59Wvk53zBUE8r,quiere,2
1UMm1Qs3u59Wvk53zBUE8r,ando,2
1UMm1Qs3u59Wvk53zBUE8r,cherry,1
1UMm1Qs3u59Wvk53zBUE8r,kiss,1
1UMm1Qs3u59Wvk53zBUE8r,record,1
1UMm1Qs3u59Wvk53zBUE8r,mob,1
1UMm1Qs3u59Wvk53zBUE8r,tqm,1
1UMm1Qs3u59Wvk53zBUE8r,low,1
1UMm1Qs3u59Wvk53zBUE8r,ticket,1
1UMm1Qs3u59Wvk53zBUE8r,pepa,1
1UMm1Qs3u59Wvk53zBUE8r,suena,1
1haJsMtoBhHfvuM7XWuT3W,dio,4
1haJsMtoBhHfvuM7XWuT3W,pue,4
1haJsMtoBhHfvuM7XWuT3W,extra,2
1haJsMtoBhHfvuM7XWuT3W,pecado,2
1haJsMtoBhHfvuM7XWuT3W,pido,2
1haJsMtoBhHfvuM7XWuT3W,melena,2
1haJsMtoBhHfvuM7XWuT3W,traigo,2
1haJsMtoBhHfvuM7XWuT3W,sangre,2
1haJsMtoBhHfvuM7XWuT3W,siempre,2
1haJsMtoBhHfvuM7XWuT3W,traficar,2
1haJsMtoBhHfvuM7XWuT3W,polvo,2
1haJsMtoBhHfvuM7XWuT3W,verguiza,2
1haJsMtoBhHfvuM7XWuT3W,diablo,2
1haJsMtoBhHfvuM7XWuT3W,viejo,1
1haJsMtoBhHfvuM7XWuT3W,seguido,1
4uUG5RXrOk84mYEfFvj3cK,feelin,10
4uUG5RXrOk84mYEfFvj3cK,baby,9
4uUG5RXrOk84mYEfFvj3cK,alright,9
4uUG5RXrOk84mYEfFvj3cK,life,5
4uUG5RXrOk84mYEfFvj3cK,night,4
4uUG5RXrOk84mYEfFvj3cK,take,4
4uUG5RXrOk84mYEfFvj3cK,ride,4
4uUG5RXrOk84mYEfFvj3cK,tonight,2
4uUG5RXrOk84mYEfFvj3cK,floor,1
4uUG5RXrOk84mYEfFvj3cK,stop,1
4uUG5RXrOk84mYEfFvj3cK,go,1
4uUG5RXrOk84mYEfFvj3cK,hand,1
4uUG5RXrOk84mYEfFvj3cK,put,1
4uUG5RXrOk84mYEfFvj3cK,lot,1
4uUG5RXrOk84mYEfFvj3cK,matter,1
7KA4W4McWYRpgf0fWsJZWB,sick,8
7KA4W4McWYRpgf0fWsJZWB,bout,7
7KA4W4McWYRpgf0fWsJZWB,make,7
7KA4W4McWYRpgf0fWsJZWB,eye,5
7KA4W4McWYRpgf0fWsJZWB,forever,5
7KA4W4McWYRpgf0fWsJZWB,kiss,5
7KA4W4McWYRpgf0fWsJZWB,hit,4
7KA4W4McWYRpgf0fWsJZWB,time,3
7KA4W4McWYRpgf0fWsJZWB,run,2
7KA4W4McWYRpgf0fWsJZWB,mind,2
7KA4W4McWYRpgf0fWsJZWB,chasing,2
7KA4W4McWYRpgf0fWsJZWB,daydream,2
7KA4W4McWYRpgf0fWsJZWB,way,2
7KA4W4McWYRpgf0fWsJZWB,close,2
7KA4W4McWYRpgf0fWsJZWB,dream,2
1daDRI9ahBonbWD8YcxOIB,fault,6
1daDRI9ahBonbWD8YcxOIB,fly,4
1daDRI9ahBonbWD8YcxOIB,angel,4
1daDRI9ahBonbWD8YcxOIB,baby,4
1daDRI9ahBonbWD8YcxOIB,love,4
1daDRI9ahBonbWD8YcxOIB,company,3
1daDRI9ahBonbWD8YcxOIB,wish,3
1daDRI9ahBonbWD8YcxOIB,ruin,3
1daDRI9ahBonbWD8YcxOIB,misery,3
1daDRI9ahBonbWD8YcxOIB,knee,3
1daDRI9ahBonbWD8YcxOIB,bring,3
1daDRI9ahBonbWD8YcxOIB,leave,3
1daDRI9ahBonbWD8YcxOIB,day,3
1daDRI9ahBonbWD8YcxOIB,go,3
1daDRI9ahBonbWD8YcxOIB,wrong,3
73PAbYaVbnFG0tQ4aBfxeN,bout,13
73PAbYaVbnFG0tQ4aBfxeN,worried,9
73PAbYaVbnFG0tQ4aBfxeN,worry,5
73PAbYaVbnFG0tQ4aBfxeN,hero,3
73PAbYaVbnFG0tQ4aBfxeN,cloud,3
73PAbYaVbnFG0tQ4aBfxeN,dance,3
73PAbYaVbnFG0tQ4aBfxeN,flood,3
73PAbYaVbnFG0tQ4aBfxeN,swimmin,3
73PAbYaVbnFG0tQ4aBfxeN,keep,3
73PAbYaVbnFG0tQ4aBfxeN,dream,3
73PAbYaVbnFG0tQ4aBfxeN,alive,3
73PAbYaVbnFG0tQ4aBfxeN,problem,2
73PAbYaVbnFG0tQ4aBfxeN,time,2
73PAbYaVbnFG0tQ4aBfxeN,tell,2
73PAbYaVbnFG0tQ4aBfxeN,toe,2
3BKD1PwArikchz2Zrlp1qi,hurt,13
3BKD1PwArikchz2Zrlp1qi,love,10
3BKD1PwArikchz2Zrlp1qi,baby,7
3BKD1PwArikchz2Zrlp1qi,make,3
3BKD1PwArikchz2Zrlp1qi,scream,2
3BKD1PwArikchz2Zrlp1qi,high,2
3BKD1PwArikchz2Zrlp1qi,degree,2
3BKD1PwArikchz2Zrlp1qi,dive,1
3BKD1PwArikchz2Zrlp1qi,beach,1
3BKD1PwArikchz2Zrlp1qi,swimmin,1
3BKD1PwArikchz2Zrlp1qi,deep,1
3BKD1PwArikchz2Zrlp1qi,limit,1
3BKD1PwArikchz2Zrlp1qi,nothin,1
3BKD1PwArikchz2Zrlp1qi,strong,1
3BKD1PwArikchz2Zrlp1qi,dirty,1
505v13epFXodT9fVAJ6h8k,extra,2
505v13epFXodT9fVAJ6h8k,dicen,1
505v13epFXodT9fVAJ6h8k,ticket,1
505v13epFXodT9fVAJ6h8k,amargura,1
505v13epFXodT9fVAJ6h8k,baby,1
505v13epFXodT9fVAJ6h8k,drum,1
505v13epFXodT9fVAJ6h8k,ovy,1
505v13epFXodT9fVAJ6h8k,devota,1
505v13epFXodT9fVAJ6h8k,volv,1
505v13epFXodT9fVAJ6h8k,aqu,1
505v13epFXodT9fVAJ6h8k,low,1
